60,1,6,1,6,1584,0,68,1216512,1,0.75,1.0,4718592,0.75,233570304,0
61,1,6,1,6,1584,0,69,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
62,1,6,1,6,1584,0,70,1216512,1,0.75,1.0,4718592,0.75,233570304,0
63,2,24,1,24,1584,1,72,1216512,1,0.75,1.0,18874368,0.75,934281216,0
64,1,18,3,6,1584,0,73,4866048,1,1.0,1.0,18874368,1.0,934281216,0
65,1,6,1,6,1584,1,74,1216512,1,0.75,1.0,4718592,0.75,233570304,0
66,1,6,1,6,1584,0,75,1216512,1,0.75,1.0,4718592,0.75,233570304,0
67,1,2,1,2,1584,0,76,1216512,1,0.5771484375,0.76953125,1210368,0.75,59913216,0
68,1,6,1,6,1584,0,77,1216512,1,0.75,1.0,4718592,0.75,233570304,0
69,1,6,1,6,1584,0,78,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
70,1,6,1,6,1584,0,79,1216512,1,0.75,1.0,4718592,0.75,233570304,0
71,2,24,1,24,1584,1,81,1216512,1,0.75,1.0,18874368,0.75,934281216,0
72,1,18,3,6,1584,0,82,4866048,1,1.0,1.0,18874368,1.0,934281216,0
73,1,6,1,6,1584,1,83,1216512,1,0.75,1.0,4718592,0.75,233570304,0
74,1,6,1,6,1584,0,84,1216512,1,0.75,1.0,4718592,0.75,233570304,0
75,1,2,1,2,1584,0,85,1216512,1,0.5771484375,0.76953125,1210368,0.75,59913216,0
76,1,6,1,6,1584,0,86,1216512,1,0.75,1.0,4718592,0.75,233570304,0
77,1,6,1,6,1584,0,87,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
78,1,6,1,6,1584,0,88,1216512,1,0.75,1.0,4718592,0.75,233570304,0
79,2,24,1,24,1584,1,90,1216512,1,0.75,1.0,18874368,0.75,934281216,0
80,1,18,3,6,1584,0,91,4866048,1,1.0,1.0,18874368,1.0,934281216,0
81,1,6,1,6,1584,1,92,1216512,1,0.75,1.0,4718592,0.75,233570304,0
82,1,6,1,6,1584,0,93,1216512,1,0.75,1.0,4718592,0.75,233570304,0
83,1,2,1,2,1584,0,94,1216512,1,0.5771484375,0.76953125,1210368,0.75,59913216,0
84,1,6,1,6,1584,0,95,1216512,1,0.75,1.0,4718592,0.75,233570304,0
85,1,6,1,6,1584,0,96,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
86,1,6,1,6,1584,0,97,1216512,1,0.75,1.0,4718592,0.75,233570304,0
87,2,24,1,24,1584,1,99,1216512,1,0.75,1.0,18874368,0.75,934281216,0
88,1,18,3,6,1584,0,100,4866048,1,1.0,1.0,18874368,1.0,934281216,0
89,1,6,1,6,1584,1,101,1216512,1,0.75,1.0,4718592,0.75,233570304,0
90,1,6,1,6,1584,0,102,1216512,1,0.75,1.0,4718592,0.75,233570304,0
91,1,2,1,2,1584,0,103,1216512,1,0.5771484375,0.76953125,1210368,0.75,59913216,0
92,1,6,1,6,1584,0,104,1216512,1,0.75,1.0,4718592,0.75,233570304,0
93,1,6,1,6,1584,0,105,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
94,1,6,1,6,1584,0,106,1216512,1,0.75,1.0,4718592,0.75,233570304,0
95,2,24,1,24,1584,1,108,1216512,1,0.75,1.0,18874368,0.75,934281216,0
96,1,18,3,6,1584,0,109,4866048,1,1.0,1.0,18874368,1.0,934281216,0
97,1,8,1,8,8,0,110,6144,1,0.732421875,0.9765625,6144000,0.75,1536000,0
