freq_core,freq_noc,Xbar_size,N_tile,N_pe,N_tile(real),N_tier,N_Stack,W2d,W3d,Computing_latency,Computing_energy,compute_area,chip_area,chip_Architecture,2d NoC latency,3d NoC latency,2.5d NoC latency,network_latency,2d NoC energy,3d NoC energy,2.5d NoC energy,network_energy,rcc,TFLOPS,2D_3D_NoC_power,2_5D_power,2d_3d_router_area,peak_temperature,placement_method,percent_router
1.0,1.0,1024,64,36,64,2,1,32,50,12148852.46873797,35247425383.76255,49568122297.46753,24934.12138393901,M3D,8376780.0,1680.64,8378460.64,197792003.19054592,4548.095828324409,197796551.28637424,4.627694125922396,1.4500100902470754,0.026318106163443964,0.7409152983040002,379.77,1,0.5
